TA_key,from_place,from_date,to_place,to_date,transportation_tools,etl_load_time
TRAVEL-1117717,CGQ - 长春 - CHANGCHUN , 2023-04-06 , PEK - 北京 - BEIJING , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1117717,PEK - 北京 - BEIJING , 2023-04-08 , CGQ - 长春 - CHANGCHUN , 2023-04-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1121112,SHE - 沈阳 - SHENYANG , 2023-04-12 , DLC - 大连 - DALIAN , 2023-04-12 , Train ,2023-11-07 09:49:06
TRAVEL-1121112,DLC - 大连 - DALIAN , 2023-04-14 , SHE - 沈阳 - SHENYANG , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1116454,TSN - 天津 - TIANJIN , 2023-03-29 , SJW - 石家庄 - SHIJIAZHUANG , 2023-03-29 , Train ,2023-11-07 09:49:06
TRAVEL-1116454,SJW - 石家庄 - SHIJIAZHUANG , 2023-03-30 , TSN - 天津 - TIANJIN , 2023-03-30 , Train ,2023-11-07 09:49:06
TRAVEL-1117352,SHA - 上海 - SHANGHAI , 2023-03-31 , SZV - 苏州 - SUZHOU , 2023-03-31 , Company Car ,2023-11-07 09:49:06
TRAVEL-1117352,SZV - 苏州 - SUZHOU , 2023-04-01 , SHA - 上海 - SHANGHAI , 2023-04-01 , Company Car ,2023-11-07 09:49:06
TRAVEL-1121129,CGQ - 长春 - CHANGCHUN , 2023-04-25 , SHA - 上海 - SHANGHAI , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1121129,SHA - 上海 - SHANGHAI , 2023-04-28 , SHE - 沈阳 - SHENYANG , 2023-04-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1116539,SZX - 深圳 - SHENZHEN , 2023-03-28 , CAN - 广州 - GUANGZHOU , 2023-03-28 , Private Car ,2023-11-07 09:49:06
TRAVEL-1116539,CAN - 广州 - GUANGZHOU , 2023-03-30 , N0304 - 中山 - ZHONGSHAN , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1116539,N0304 - 中山 - ZHONGSHAN , 2023-03-31 , XHO - 东莞 - DONGGUAN , 2023-03-31 , Private Car ,2023-11-07 09:49:06
TRAVEL-1133351,CKG - 重庆 - CHONGQING , 2023-05-17 , LZH - 柳州 - LIUZHOU , 2023-05-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1133351,LZH - 柳州 - LIUZHOU , 2023-05-19 , CKG - 重庆 - CHONGQING , 2023-05-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1116599,SHE - 沈阳 - SHENYANG , 2023-03-29 , CGQ - 长春 - CHANGCHUN , 2023-03-29 , Train ,2023-11-07 09:49:06
TRAVEL-1116599,CGQ - 长春 - CHANGCHUN , 2023-03-31 , SHE - 沈阳 - SHENYANG , 2023-03-31 , Train ,2023-11-07 09:49:06
TRAVEL-1116600,SHA - 上海 - SHANGHAI , 2023-03-27 , NKG - 南京 - NANJING , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1116600,NKG - 南京 - NANJING , 2023-03-27 , SHA - 上海 - SHANGHAI , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1116676,CGO - 郑州 - ZHENGZHOU , 2023-04-06 , SHA - 上海 - SHANGHAI , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1116676,SHA - 上海 - SHANGHAI , 2023-04-06 , CGO - 郑州 - ZHENGZHOU , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1114781,SHA - 上海 - SHANGHAI , 2023-03-23 , NKG - 南京 - NANJING , 2023-03-23 , Train ,2023-11-07 09:49:06
TRAVEL-1114781,NKG - 南京 - NANJING , 2023-03-23 , SHA - 上海 - SHANGHAI , 2023-03-23 , Train ,2023-11-07 09:49:06
TRAVEL-1116963,SHA - 上海 - SHANGHAI , 2023-03-30 , KVN - 昆山 - KUNSHAN , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1116963,KVN - 昆山 - KUNSHAN , 2023-03-30 , SHA - 上海 - SHANGHAI , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1117600,SHA - 上海 - SHANGHAI , 2023-04-17 , KMG - 昆明 - KUNMING , 2023-04-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1117600,KMG - 昆明 - KUNMING , 2023-04-22 , SHA - 上海 - SHANGHAI , 2023-04-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1114584,SHA - 上海 - SHANGHAI , 2023-03-22 , XIY - 咸阳 - XIANYANG , 2023-03-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1114584,XIY - 咸阳 - XIANYANG , 2023-03-24 , SHA - 上海 - SHANGHAI , 2023-03-26 , Plane ,2023-11-07 09:49:06
TRAVEL-1121091,NTG - 南通 - NANTONG , 2023-04-10 , CN0238 - 张家港 - ZHANGJIAGANG , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1121091,CN0238 - 张家港 - ZHANGJIAGANG , 2023-04-10 , NTG - 南通 - NANTONG , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1121430,SHA - 上海 - SHANGHAI , 2023-04-06 , PEK - 北京 - BEIJING , 2023-04-06 , Train ,2023-11-07 09:49:06
TRAVEL-1117665,SHA - 上海 - SHANGHAI , 2023-04-09 , NKG - 南京 - NANJING , 2023-04-13 , Train ,2023-11-07 09:49:06
TRAVEL-1117665,NKG - 南京 - NANJING , 2023-04-13 , SZV - 苏州 - SUZHOU , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1117665,SZV - 苏州 - SUZHOU , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1117694,SHA - 上海 - SHANGHAI , 2023-04-06 , WUH - 武汉 - WUHAN , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1117694,WUH - 武汉 - WUHAN , 2023-04-07 , WUH - 武汉 - WUHAN , 2023-04-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1115855,SHA - 上海 - SHANGHAI , 2023-03-27 , NKG - 南京 - NANJING , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1115855,NKG - 南京 - NANJING , 2023-03-27 , PEK - 北京 - BEIJING , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1115855,PEK - 北京 - BEIJING , 2023-03-30 , SHA - 上海 - SHANGHAI , 2023-03-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1117136,SHA - 上海 - SHANGHAI , 2023-04-03 , HGH - 杭州 - HANGZHOU , 2023-04-03 , Train ,2023-11-07 09:49:06
TRAVEL-1117136,HGH - 杭州 - HANGZHOU , 2023-04-04 , SHA - 上海 - SHANGHAI , 2023-04-04 , Train ,2023-11-07 09:49:06
TRAVEL-1117136,SHA - 上海 - SHANGHAI , 2023-04-10 , SZX - 深圳 - SHENZHEN , 2023-04-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1116686,SHA - 上海 - SHANGHAI , 2023-04-03 , CAN - 广州 - GUANGZHOU , 2023-04-03 , Plane ,2023-11-07 09:49:06
TRAVEL-1116686,CAN - 广州 - GUANGZHOU , 2023-04-03 , XHO - 东莞 - DONGGUAN , 2023-04-03 , Train ,2023-11-07 09:49:06
TRAVEL-1116686,XHO - 东莞 - DONGGUAN , 2023-04-04 , CAN - 广州 - GUANGZHOU , 2023-04-04 , Train ,2023-11-07 09:49:06
TRAVEL-1116686,CAN - 广州 - GUANGZHOU , 2023-04-04 , SHA - 上海 - SHANGHAI , 2023-04-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1120817,SHA - 上海 - SHANGHAI , 2023-04-09 , NKG - 南京 - NANJING , 2023-04-09 , Train ,2023-11-07 09:49:06
TRAVEL-1120817,NKG - 南京 - NANJING , 2023-04-09 , hefei , 2023-04-09 , Train ,2023-11-07 09:49:06
TRAVEL-1120817,hefei , 2023-04-10 , yangzhou , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1120817,yangzhou , 2023-04-13 , shanghai , 2023-04-13 , Train ,2023-11-07 09:49:06
TRAVEL-1116694,SJW - 石家庄 - SHIJIAZHUANG , 2023-03-29 , PEK - 北京 - BEIJING , 2023-03-29 , Train ,2023-11-07 09:49:06
TRAVEL-1116694,PEK - 北京 - BEIJING , 2023-03-31 , SJW - 石家庄 - SHIJIAZHUANG , 2023-03-31 , Train ,2023-11-07 09:49:06
TRAVEL-1152621,SIA - 西安 - XIAN , 2023-07-10 , SHA - 上海 - SHANGHAI , 2023-07-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1152621,上海 , 2023-07-13 , SHA - 上海 - SHANGHAI , 2023-07-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1117748,KMG - 昆明 - KUNMING , 2023-04-06 , KWE - 贵阳 - GUIYANG , 2023-04-06 , Train ,2023-11-07 09:49:06
TRAVEL-1117748,KWE - 贵阳 - GUIYANG , 2023-04-09 , KMG - 昆明 - KUNMING , 2023-04-09 , Train ,2023-11-07 09:49:06
TRAVEL-1116492,SHA - 上海 - SHANGHAI , 2023-04-03 , CSX - 长沙 - CHANGSHA , 2023-04-03 , Plane ,2023-11-07 09:49:06
TRAVEL-1116492,CSX - 长沙 - CHANGSHA , 2023-04-04 , SHA - 上海 - SHANGHAI , 2023-04-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1116893,SHA - 上海 - SHANGHAI , 2023-03-30 , KVN - 昆山 - KUNSHAN , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1116893,KVN - 昆山 - KUNSHAN , 2023-03-30 , SHA - 上海 - SHANGHAI , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1116571,NTG - 南通 - NANTONG , 2023-03-27 , SHA - 上海 - SHANGHAI , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1116571,SHA - 上海 - SHANGHAI , 2023-03-29 , 苏州 , 2023-03-29 , Train ,2023-11-07 09:49:06
TRAVEL-1116571,苏州 , 2023-03-30 , NTG - 南通 - NANTONG , 2023-03-30 , Bus ,2023-11-07 09:49:06
TRAVEL-1115862,CAN - 广州 - GUANGZHOU , 2023-03-26 , SHA - 上海 - SHANGHAI , 2023-03-26 , Plane ,2023-11-07 09:49:06
TRAVEL-1115862,shanghai , 2023-03-28 , beijing , 2023-03-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1115862,beijng , 2023-03-29 , SHA - 上海 - SHANGHAI , 2023-03-29 , Plane ,2023-11-07 09:49:06
TRAVEL-1115862,shanghai , 2023-03-30 , guangzhou , 2023-03-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1116614,SHA - 上海 - SHANGHAI , 2023-03-28 , NKG - 南京 - NANJING , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1116614,NKG - 南京 - NANJING , 2023-03-28 , SHA - 上海 - SHANGHAI , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1116023,SHA - 上海 - SHANGHAI , 2023-03-28 , NKG - 南京 - NANJING , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1116023,NKG - 南京 - NANJING , 2023-03-28 , SHA - 上海 - SHANGHAI , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1116049,CN0387 - 湖州 - HUZHOU , 2023-03-27 , HGH - 杭州 - HANGZHOU , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1116049,HGH - 杭州 - HANGZHOU , 2023-03-31 , CN0387 - 湖州 - HUZHOU , 2023-03-31 , Train ,2023-11-07 09:49:06
TRAVEL-1116053,SHA - 上海 - SHANGHAI , 2023-03-29 , CGQ - 长春 - CHANGCHUN , 2023-03-29 , Plane ,2023-11-07 09:49:06
TRAVEL-1116053,CGQ - 长春 - CHANGCHUN , 2023-03-31 , SHA - 上海 - SHANGHAI , 2023-03-31 , Plane ,2023-11-07 09:49:06
TRAVEL-1116632,SHE - 沈阳 - SHENYANG , 2023-04-06 , SHA - 上海 - SHANGHAI , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1116632,SHA - 上海 - SHANGHAI , 2023-04-08 , SHE - 沈阳 - SHENYANG , 2023-04-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1115770,CKG - 重庆 - CHONGQING , 2023-04-17 , SHA - 上海 - SHANGHAI , 2023-04-17 , Plane ,2023-11-07 09:49:06
TRAVEL-1115770,SHA - 上海 - SHANGHAI , 2023-04-21 , CKG - 重庆 - CHONGQING , 2023-04-21 , Plane ,2023-11-07 09:49:06
TRAVEL-1120803,SHA - 上海 - SHANGHAI , 2023-04-11 , YNZ - 盐城 - YANCHENG , 2023-04-11 , Train ,2023-11-07 09:49:06
TRAVEL-1120803,YNZ - 盐城 - YANCHENG , 2023-04-12 , CKG - 重庆 - CHONGQING , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1120803,CKG - 重庆 - CHONGQING , 2023-04-13 , SHA - 上海 - SHANGHAI , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1114174,SHA - 上海 - SHANGHAI , 2023-04-03 , SZV - 苏州 - SUZHOU , 2023-04-03 , Train ,2023-11-07 09:49:06
TRAVEL-1114174,SZV - 苏州 - SUZHOU , 2023-04-04 , SHA - 上海 - SHANGHAI , 2023-04-04 , Train ,2023-11-07 09:49:06
TRAVEL-1116187,CAN - 广州 - GUANGZHOU , 2023-04-06 , SHA - 上海 - SHANGHAI , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1116187,SHA - 上海 - SHANGHAI , 2023-04-08 , CAN - 广州 - GUANGZHOU , 2023-04-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1116261,SHA - 上海 - SHANGHAI , 2023-03-29 , 武汉 , 2023-03-29 , Plane ,2023-11-07 09:49:06
TRAVEL-1116261,武汉 , 2023-03-30 , 成都 , 2023-03-30 , Plane ,2023-11-07 09:49:06
TRAVEL-1116261,成都 , 2023-04-01 , PEK - 北京 - BEIJING , 2023-04-01 , Plane ,2023-11-07 09:49:06
TRAVEL-1115890,TNA - 济南 - JINAN , 2023-03-27 , SHA - 上海 - SHANGHAI , 2023-03-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1115890,SHA - 上海 - SHANGHAI , 2023-03-31 , TNA - 济南 - JINAN , 2023-03-31 , Plane ,2023-11-07 09:49:06
TRAVEL-1115233,KMG - 昆明 - KUNMING , 2023-03-24 , CN0171 - 曲靖 - QUJING , 2023-03-24 , Private Car ,2023-11-07 09:49:06
TRAVEL-1115233,CN0171 - 曲靖 - QUJING , 2023-03-25 , CN0266 - 玉溪 - YUXI , 2023-03-25 , Private Car ,2023-11-07 09:49:06
TRAVEL-1115233,CN0266 - 玉溪 - YUXI , 2023-03-26 , KMG - 昆明 - KUNMING , 2023-03-26 , Private Car ,2023-11-07 09:49:06
TRAVEL-1115959,HGH - 杭州 - HANGZHOU , 2023-03-26 , SHA - 上海 - SHANGHAI , 2023-03-26 , Train ,2023-11-07 09:49:06
TRAVEL-1115959,SHA - 上海 - SHANGHAI , 2023-03-28 , HGH - 杭州 - HANGZHOU , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1114926,CSX - 长沙 - CHANGSHA , 2023-03-23 , CGD - 常德 - CHANGDE , 2023-03-23 , Train ,2023-11-07 09:49:06
TRAVEL-1114926,CGD - 常德 - CHANGDE , 2023-03-23 , CSX - 长沙 - CHANGSHA , 2023-03-23 , Train ,2023-11-07 09:49:06
TRAVEL-1115559,SHA - 上海 - SHANGHAI , 2023-03-28 , CN0086 - 慈溪 - CIXI , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1115559,CN0086 - 慈溪 - CIXI , 2023-03-29 , SHA - 上海 - SHANGHAI , 2023-03-29 , Train ,2023-11-07 09:49:06
TRAVEL-1115568,SHA - 上海 - SHANGHAI , 2023-03-27 , NKG - 南京 - NANJING , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1115568,NKG - 南京 - NANJING , 2023-03-27 , PEK - 北京 - BEIJING , 2023-03-27 , Train ,2023-11-07 09:49:06
TRAVEL-1115568,PEK - 北京 - BEIJING , 2023-03-30 , SHA - 上海 - SHANGHAI , 2023-03-30 , Train ,2023-11-07 09:49:06
TRAVEL-1115080,CAN - 广州 - GUANGZHOU , 2023-03-21 , XHO - 东莞 - DONGGUAN , 2023-03-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1115080,XHO - 东莞 - DONGGUAN , 2023-03-21 , CAN - 广州 - GUANGZHOU , 2023-03-21 , Private Car ,2023-11-07 09:49:06
TRAVEL-1115888,CN0450 - 顺德 - SHUNDE , 2023-04-06 , 广州 , 2023-04-06 , Bus ,2023-11-07 09:49:06
TRAVEL-1115888,广州 , 2023-04-06 , SHA - 上海 - SHANGHAI , 2023-04-06 , Plane ,2023-11-07 09:49:06
TRAVEL-1115888,SHA - 上海 - SHANGHAI , 2023-04-08 , 广州 , 2023-04-08 , Plane ,2023-11-07 09:49:06
TRAVEL-1115888,广州 , 2023-04-08 , CN0450 - 顺德 - SHUNDE , 2023-04-08 , Bus ,2023-11-07 09:49:06
TRAVEL-1114908,SJW - 石家庄 - SHIJIAZHUANG , 2023-03-26 , SHA - 上海 - SHANGHAI , 2023-03-26 , Train ,2023-11-07 09:49:06
TRAVEL-1114908,SHA - 上海 - SHANGHAI , 2023-03-28 , SJW - 石家庄 - SHIJIAZHUANG , 2023-03-28 , Train ,2023-11-07 09:49:06
TRAVEL-1117824,SHA - 上海 - SHANGHAI , 2023-04-02 , SZV - 苏州 - SUZHOU , 2023-04-02 , Train ,2023-11-07 09:49:06
TRAVEL-1117824,suzhou , 2023-04-02 , shanghai , 2023-04-02 , Train ,2023-11-07 09:49:06
TRAVEL-1115754,WUH - 武汉 - WUHAN , 2023-03-28 , SHA - 上海 - SHANGHAI , 2023-03-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1115754,上海 , 2023-03-29 , 武汉 , 2023-03-29 , Plane ,2023-11-07 09:49:06
TRAVEL-1117132,SHA - 上海 - SHANGHAI , 2023-03-30 , KVN - 昆山 - KUNSHAN , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1117132,KVN - 昆山 - KUNSHAN , 2023-03-30 , SHA - 上海 - SHANGHAI , 2023-03-30 , Private Car ,2023-11-07 09:49:06
TRAVEL-1115304,CAN - 广州 - GUANGZHOU , 2023-03-24 , CN0178 - 清远 - QINGYUAN , 2023-03-24 , Train ,2023-11-07 09:49:06
TRAVEL-1115304,CN0178 - 清远 - QINGYUAN , 2023-03-24 , CAN - 广州 - GUANGZHOU , 2023-03-24 , Train ,2023-11-07 09:49:06
TRAVEL-1115348,CAN - 广州 - GUANGZHOU , 2023-03-26 , NNG - 南宁 - NANNING , 2023-03-26 , Plane ,2023-11-07 09:49:06
TRAVEL-1115348,NNG - 南宁 - NANNING , 2023-03-28 , CAN - 广州 - GUANGZHOU , 2023-03-28 , Plane ,2023-11-07 09:49:06
TRAVEL-1120959,SHA - 上海 - SHANGHAI , 2023-04-10 , SZV - 苏州 - SUZHOU , 2023-04-10 , Private Car ,2023-11-07 09:49:06
TRAVEL-1120959,SZV - 苏州 - SUZHOU , 2023-04-10 , SHA - 上海 - SHANGHAI , 2023-04-10 , Private Car ,2023-11-07 09:49:06
TRAVEL-1120961,SHA - 上海 - SHANGHAI , 2023-04-10 , WUX - 无锡 - WUXI , 2023-04-10 , Train ,2023-11-07 09:49:06
TRAVEL-1114831,SHA - 上海 - SHANGHAI , 2023-04-03 , CSX - 长沙 - CHANGSHA , 2023-04-04 , Plane ,2023-11-07 09:49:06
TRAVEL-1114835,SHA - 上海 - SHANGHAI , 2023-05-07 , FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-05-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1114835,FKB - 卡尔斯鲁厄 - KARLSRUHE - DE - 德国 - GERMANY , 2023-05-13 , SHA - 上海 - SHANGHAI , 2023-05-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1116182,SHA - 上海 - SHANGHAI , 2023-05-07 , SIN - 新加坡 - SINGAPORE - SG - 新加坡 - SINGAPORE , 2023-05-07 , Plane ,2023-11-07 09:49:06
TRAVEL-1116182,SHA - 上海 - SHANGHAI , 2023-05-13 , SIN - 新加坡 - SINGAPORE - SG - 新加坡 - SINGAPORE , 2023-05-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1118527,SHA - 上海 - SHANGHAI , 2023-04-10 , CSX - 长沙 - CHANGSHA , 2023-04-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1118527,CSX - 长沙 - CHANGSHA , 2023-04-11 , SHA - 上海 - SHANGHAI , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1118125,NGB - 宁波 - NINGBO , 2023-04-02 , JUZ - 衢州 - QUZHOU , 2023-04-02 , Train ,2023-11-07 09:49:06
TRAVEL-1118125,JUZ - 衢州 - QUZHOU , 2023-04-03 , CN0372 - 金华 - JINHUA , 2023-04-03 , Train ,2023-11-07 09:49:06
TRAVEL-1118125,CN0372 - 金华 - JINHUA , 2023-04-04 , NGB - 宁波 - NINGBO , 2023-04-04 , Train ,2023-11-07 09:49:06
TRAVEL-1118968,SHA - 上海 - SHANGHAI , 2023-04-13 , SZV - 苏州 - SUZHOU , 2023-04-13 , Train ,2023-11-07 09:49:06
TRAVEL-1118968,SZV - 苏州 - SUZHOU , 2023-04-14 , SHA - 上海 - SHANGHAI , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1119034,CAN - 广州 - GUANGZHOU , 2023-04-10 , HAK - 海口 - HAIKOU , 2023-04-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1119034,SYX - 三亚 - SANYA , 2023-04-14 , CAN - 广州 - GUANGZHOU , 2023-04-14 , Plane ,2023-11-07 09:49:06
TRAVEL-1117519,SHA - 上海 - SHANGHAI , 2023-04-18 , CN0406 - 淮北 - HUAIBEI , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1117519,CN0406 - 淮北 - HUAIBEI , 2023-04-20 , HNY - 衡阳 - HENGYANG , 2023-04-20 , Train ,2023-11-07 09:49:06
TRAVEL-1117519,HNY - 衡阳 - HENGYANG , 2023-04-22 , SHA - 上海 - SHANGHAI , 2023-04-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1124401,TNA - 济南 - JINAN , 2023-04-17 , 临沂 , 2023-04-17 , Train ,2023-11-07 09:49:06
TRAVEL-1124401,临沂 , 2023-04-18 , HZA - 菏泽 - HEZE , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1124401,菏泽 , 2023-04-19 , 枣庄 , 2023-04-19 , Train ,2023-11-07 09:49:06
TRAVEL-1124401,枣庄 , 2023-04-20 , 济南 , 2023-04-20 , Train ,2023-11-07 09:49:06
TRAVEL-1120943,SHA - 上海 - SHANGHAI , 2023-04-13 , TSN - 天津 - TIANJIN , 2023-04-13 , Plane ,2023-11-07 09:49:06
TRAVEL-1120943,TSN - 天津 - TIANJIN , 2023-04-16 , SHA - 上海 - SHANGHAI , 2023-04-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1117747,XHO - 东莞 - DONGGUAN , 2023-03-10 , CAN - 广州 - GUANGZHOU , 2023-03-10 , Train ,2023-11-07 09:49:06
TRAVEL-1117747,CAN - 广州 - GUANGZHOU , 2023-03-10 , XHO - 东莞 - DONGGUAN , 2023-03-10 , Train ,2023-11-07 09:49:06
TRAVEL-1117130,TVS - 唐山 - TANGSHAN , 2023-04-10 , SZX - 深圳 - SHENZHEN , 2023-04-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1117130,CAN - 广州 - GUANGZHOU , 2023-04-12 , TVS - 唐山 - TANGSHAN , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1117594,SHA - 上海 - SHANGHAI , 2023-04-04 , HGH - 杭州 - HANGZHOU , 2023-04-04 , Train ,2023-11-07 09:49:06
TRAVEL-1117594,HGH - 杭州 - HANGZHOU , 2023-04-05 , SHA - 上海 - SHANGHAI , 2023-04-05 , Train ,2023-11-07 09:49:06
TRAVEL-1116502,SHA - 上海 - SHANGHAI , 2023-03-29 , KVN - 昆山 - KUNSHAN , 2023-03-29 , Train ,2023-11-07 09:49:06
TRAVEL-1114620,CSX - 长沙 - CHANGSHA , 2023-03-23 , CGD - 常德 - CHANGDE , 2023-03-23 , Train ,2023-11-07 09:49:06
TRAVEL-1114620,CGD - 常德 - CHANGDE , 2023-03-23 , CSX - 长沙 - CHANGSHA , 2023-03-23 , Train ,2023-11-07 09:49:06
TRAVEL-1119285,CTU - 成都 - CHENGDU , 2023-04-06 , CKG - 重庆 - CHONGQING , 2023-04-06 , Train ,2023-11-07 09:49:06
TRAVEL-1119285,CKG - 重庆 - CHONGQING , 2023-04-07 , CTU - 成都 - CHENGDU , 2023-04-07 , Train ,2023-11-07 09:49:06
TRAVEL-1117923,SHA - 上海 - SHANGHAI , 2023-04-11 , SHE - 沈阳 - SHENYANG , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1117923,DLC - 大连 - DALIAN , 2023-04-15 , SHA - 上海 - SHANGHAI , 2023-04-15 , Plane ,2023-11-07 09:49:06
TRAVEL-1119568,LYI - 临沂 - LINYI , 2023-04-10 , CAN - 广州 - GUANGZHOU , 2023-04-10 , Plane ,2023-11-07 09:49:06
TRAVEL-1119568,CAN - 广州 - GUANGZHOU , 2023-04-12 , PEK - 北京 - BEIJING , 2023-04-12 , Plane ,2023-11-07 09:49:06
TRAVEL-1119568,PEK - 北京 - BEIJING , 2023-04-15 , LYI - 临沂 - LINYI , 2023-04-15 , Train ,2023-11-07 09:49:06
TRAVEL-1120428,SHA - 上海 - SHANGHAI , 2023-04-25 , CGQ - 长春 - CHANGCHUN , 2023-04-25 , Plane ,2023-11-07 09:49:06
TRAVEL-1120428,CGQ - 长春 - CHANGCHUN , 2023-04-27 , SHA - 上海 - SHANGHAI , 2023-04-27 , Plane ,2023-11-07 09:49:06
TRAVEL-1120891,SHA - 上海 - SHANGHAI , 2023-04-11 , SHE - 沈阳 - SHENYANG , 2023-04-11 , Plane ,2023-11-07 09:49:06
TRAVEL-1120891,SHE - 沈阳 - SHENYANG , 2023-04-13 , DLC - 大连 - DALIAN , 2023-04-13 , Train ,2023-11-07 09:49:06
TRAVEL-1120891,DLC - 大连 - DALIAN , 2023-04-14 , HRB - 哈尔滨 - HAERBIN , 2023-04-14 , Train ,2023-11-07 09:49:06
TRAVEL-1120891,HRB - 哈尔滨 - HAERBIN , 2023-04-16 , FOC - 福州 - FUZHOU(FUJIAN) , 2023-04-16 , Plane ,2023-11-07 09:49:06
TRAVEL-1120891,FOC - 福州 - FUZHOU(FUJIAN) , 2023-04-18 , CN0169 - 泉州 - QUANZHOU , 2023-04-18 , Train ,2023-11-07 09:49:06
TRAVEL-1120891,CN0169 - 泉州 - QUANZHOU , 2023-04-19 , CAN - 广州 - GUANGZHOU , 2023-04-19 , Plane ,2023-11-07 09:49:06
TRAVEL-1120891,CAN - 广州 - GUANGZHOU , 2023-04-20 , SZX - 深圳 - SHENZHEN , 2023-04-20 , Train ,2023-11-07 09:49:06
TRAVEL-1120891,SZX - 深圳 - SHENZHEN , 2023-04-22 , SHA - 上海 - SHANGHAI , 2023-04-22 , Plane ,2023-11-07 09:49:06
TRAVEL-1119901,SHA - 上海 - SHANGHAI , 2023-04-11 , SHA - 上海 - SHANGHAI , 2023-04-11 , Private Car ,2023-11-07 09:49:06
